,0,1,class
85,4.532810968879534,2.6667800751332797,1
86,5.193754249529981,3.3517850193644363,1
87,2.861150752825346,2.7972648333567283,0
88,5.0832733848287335,2.9121796479386286,1
89,2.3837270757932667,1.7639729419877286,0
90,2.2621305346771567,1.0350231076262848,0
91,2.286020443516418,2.3740834718070616,0
92,4.795016870896262,2.1206138917628263,1
93,4.894942062289976,2.6901195296003904,1
94,5.133897817275191,2.6922189867047095,1
95,2.689697339160291,1.4841202814850036,0
96,1.7432764566911803,2.3792979697218812,0
97,2.290990324245216,2.0856558986851033,0
98,4.7087089673932905,3.151119951133708,1
99,5.09530137374575,2.9523520300302795,1
100,5.338690135309575,3.1990147390795354,1
101,1.9665473888942129,2.6275507169308656,0
102,5.337529767028512,2.631553900205941,1
103,4.587001569700349,2.7337028634643814,1
104,4.6083459929390695,2.4314287249983972,1
105,4.337051204692598,2.544303161744304,1
106,1.5371669279364857,2.400651426880427,0
107,1.3576001786513818,1.3469333904309613,0
108,2.257211218726814,1.769496513596048,0
109,1.62830272002514,2.2542268766164213,0
110,5.194684783810219,2.547361535476432,1
111,2.3826318975596372,2.3412283921108257,0
112,2.150242512244859,1.7772940031211313,0
113,5.7488817808468635,2.2183408543953274,1
114,4.740003983010069,3.394475696770593,1
115,1.5133881259651771,1.5304147766698488,0
116,4.5639065999642225,3.2703060929858574,1
117,4.660157412960766,3.075347688469547,1
118,5.433094728970512,3.3595255027493662,1
119,4.582733730965223,3.0292508371603533,1
120,2.4268646915378116,1.8867073254306095,0
121,1.5584529324315912,2.6203367591400086,0
122,4.099010103781198,3.361728884094515,1
123,5.37507021187756,2.4141555042026996,1
124,2.186157938199393,0.9136950248717386,0
125,2.555942493283604,2.2306545942139713,0
126,5.098154135755074,2.9134031743305213,1
127,5.3144825582025295,1.8224642548196537,1
128,5.856302568625384,3.0039380838874434,1
129,5.144258316353044,3.218054927537218,1
130,1.7037739372175227,1.606561991250577,0
131,4.305740873879403,2.8262428602002085,1
132,5.732130208515076,3.3351166162510832,1
133,2.293723736846736,2.227618968683951,0
134,2.5378229607186205,2.3926404814653157,0
135,2.032457578495893,2.295626607499325,0
136,1.5207775252117888,1.9802371294718846,0
137,4.784753826174575,3.016594385105196,1
138,5.084517892704499,2.124400764291371,1
139,2.5077030698972735,2.347672265268887,0
140,2.7783969883578035,1.491757027204318,0
141,5.436986944405677,2.8202183500138736,1
142,2.1869241186368846,2.1543561157564475,0
143,1.3920240364045,2.0566727627472963,0
144,5.526529858636543,2.809012659107871,1
145,2.026128636892766,2.370934300407634,0
146,1.7606144116149565,2.2136933656809212,0
147,2.136046178539185,1.6307233019965217,0
148,1.611935242550861,2.08107003476277,0
149,2.4420899524406376,1.3403682717535514,0
150,2.155709881430928,0.8988047022065646,0
151,4.845119089095572,2.1923259962836825,1
152,6.215677386710713,3.381896727610525,1
153,4.765248298248536,2.983064331017798,1
154,2.583216083166681,1.8315597483955877,0
155,5.552288867105235,2.6421260669379074,1
156,4.831170339131172,3.4347776794927367,1
157,4.801209007613862,3.677700260946713,1
158,5.011653620802012,3.286573113181973,1
159,1.5391049677469,2.666360039830388,0
160,5.076338752555092,3.7314269940028004,1
161,2.129514432403862,2.70049576884399,0
162,4.549188043267951,3.2208374193654454,1
163,2.0451732781874097,2.612496128571694,0
164,2.322065483194473,1.236146481564448,0
165,2.036415398173887,1.6532978399369016,0
166,4.75783010336898,3.6745938420823503,1
167,2.1364117301377816,2.3379311987064013,0
168,5.486919221943263,3.022087345345906,1
169,5.790423260298327,2.4351018478001247,1
170,2.4077442377777367,1.5456871320513568,0
171,1.9435729307339435,2.684718836079913,0
172,5.181686327770394,2.8388066078202208,1
173,2.5044804734838637,1.5611412128442828,0
174,5.119435506914336,3.1400924236356698,1
175,2.257778273521659,1.7294293148346185,0
176,4.52918363882179,3.2236460186185747,1
177,1.6765564922780125,1.1508398946790108,0
178,5.417356111369827,3.292930890522649,1
179,1.8823874998536605,1.7120165787488522,0
180,5.1916349716963515,4.057172156948662,1
181,4.523883511207543,2.594111935081368,1
182,1.9652261269736742,1.9144610033408602,0
183,5.321135662842608,3.022903559788317,1
184,4.851676061672705,3.9365047243628797,1
185,5.384320384889519,3.245333971533432,1
186,2.4278936592730753,3.0412431886096067,0
187,1.348243722856062,1.3196093216757885,0
188,4.678223071778861,3.316371796130384,1
189,1.2746241372906981,2.2781337636811014,0
190,4.96479355001681,2.6169714199177987,1
191,0.3974272815792863,1.971127827892723,0
192,4.6447014058282425,2.4931690563935307,1
193,5.353073052082276,2.748786838750285,1
194,2.215997144249661,1.5572163358699296,0
195,2.4601966697383966,2.079778805629852,0
196,4.976646619701371,2.613898695691419,1
197,2.8324948132205803,1.42033608663181,0
198,2.0013783303603243,2.441252286354326,0
199,5.134373711645406,3.3314962864864155,1
200,4.556132263254176,3.126242431468824,1
201,5.647893125632932,2.8951871952390347,1
202,1.848462928231497,1.5459514536003487,0
203,1.6127319490001857,2.214243742257018,0
204,4.513340893512487,2.964259626110543,1
205,4.5693717015830355,3.0532254058106094,1
206,4.406917833436339,2.7467302074799083,1
207,2.3380239926258692,1.806166132006959,0
208,4.852880988419345,2.526362136896432,1
209,5.212667732731279,2.08276872548432,1
210,3.45176319194681,2.3326920911841205,0
211,2.02033804935026,1.8585423215468477,0
212,1.6676495541467495,1.7612913840036328,0
213,2.576245252406965,1.2513731584890406,0
214,5.223217060629767,3.5015389334538845,1
215,5.007254239520409,3.330933482253984,1
216,1.7458903925217426,1.7476400078407979,0
217,1.989462102934615,2.048072306166457,0
218,2.6967817371750016,2.663638243159596,0
219,1.5078337724969988,2.6788871986635137,0
220,2.517645974310456,2.68835239216306,0
221,2.0403423206558906,2.194285003915194,0
222,5.550900626991771,2.6619483435211353,1
223,1.557027557333986,1.9283171455651271,0
224,4.70425242664521,2.9249957567379314,1
225,5.1736081163367995,2.9502243886153856,1
226,2.7856655081464625,3.6178036665298237,0
227,4.735224155680724,2.9180909328753186,1
228,1.0909604068689576,1.965508980897282,0
229,4.7689328568473845,3.601858015391802,1
230,2.237853441213542,2.426196214287192,0
231,5.661647310958516,3.101051919785926,1
232,4.3229571061323,2.980925314299556,1
233,5.03018943235371,2.5104440205687433,1
234,1.7031621917783644,1.6696394095261227,0
235,4.657406700187517,2.6857142078256775,1
236,5.062598348391607,2.462936982193762,1
237,3.9420471033170394,2.6489953297065374,1
238,5.238947302924121,2.6569084103891503,1
239,2.5379011298092653,1.6953771807645344,0
240,5.837642406870555,3.8172706188532355,1
241,5.282386380403811,3.226887750494639,1
242,2.266755766242387,2.9538014920350473,0
243,1.6530261555193795,1.2264366844536456,0
244,4.780122937175967,3.5307973913120287,1
245,1.0629219154178098,1.271691773451551,0
246,5.687370651923546,3.1236828099168354,1
247,1.2599335146243793,1.9064703211411826,0
248,5.538064531125382,2.1019719200182676,1
249,5.210317980930347,3.403042546637057,1
250,1.8675771157940368,2.064271649201188,0
251,1.2282416529139764,2.2924957740947893,0
252,4.912002239737293,2.767675965720918,1
253,2.2906334682672664,1.845381032435539,0
254,1.5412616579317437,1.8833147314135659,0
255,1.9542821864288302,1.9910623125379663,0
256,5.370050850701116,2.867382135450118,1
257,4.666040875461518,3.816615013568791,1
258,2.279977614362058,2.4925675756589816,0
259,1.9450040839900198,2.06223728627537,0
260,2.7391979023053246,2.1695451908489973,0
261,1.7568671250401842,2.4696703230783976,0
262,2.3893709661741953,1.9964884969902261,0
263,1.8889534293064691,2.4034954308526655,0
264,2.367124946917496,2.144765729312314,0
265,3.0410430790708594,2.327129765868074,0
266,2.2585826328576166,2.234702340682741,0
267,2.0545388849322412,1.9635873615579067,0
268,3.6907157557564036,4.031859369609082,1
269,5.517736022981288,3.2919871402025023,1
270,5.149285374678945,2.203450712286045,1
271,2.380978779179014,1.514459325441648,0
272,4.688496748346348,3.6032358346704965,1
273,5.22014983785406,3.21030017370731,1
274,3.882514277135253,3.5854923595576444,1
275,5.167202646557475,2.8805568562193793,1
276,2.19829176214694,2.595882377284714,0
277,2.0617319188124528,2.8792536357357132,0
278,2.605298601254452,2.456140611508684,0
279,2.098873021958497,2.1178689275101776,0
280,4.935268691817316,2.3772311964499044,1
281,2.314923158540741,1.5780462288628772,0
282,4.353594514051016,3.0238400316864342,1
283,3.971985302261947,3.4354698295220505,1
284,1.845919507454373,2.5607854436866178,0
285,1.5026731363811958,1.7279130185514482,0
286,2.5401650701063545,2.5858669958639435,0
287,5.057166842609807,3.3522863543358667,1
288,2.3258089817024143,1.1242508965380678,0
289,5.377210572974403,2.7956901593042924,1
290,5.0919826424693,3.0912664519463746,1
291,1.4544489854395912,1.8992322580230478,0
292,5.187213715777768,2.3325160339900908,1
293,4.586652987440077,2.8847459146477097,1
294,4.772231889878674,2.7744422653323357,1
295,1.7140960652367951,2.116328746513942,0
296,4.692912765333142,3.0476944403652397,1
297,5.216212694932966,3.6146853880719187,1
298,5.198146481409595,2.939535710953895,1
299,5.025952210609393,2.4139947125927192,1
300,2.1371186605432513,2.2165362023700603,0
301,2.4450727350330874,3.1740154957793347,0
302,3.195872291095725,1.395185283772462,0
303,2.0045764454935893,2.0531900150648403,0
304,5.640171885228246,2.588510109664472,1
305,5.956752865232156,2.798613252447303,1
306,2.2838101212765194,1.7593379382961265,0
307,2.4386687795851167,1.830065214340312,0
308,5.271228604019864,3.0034598998062068,1
309,4.325089302626401,2.7039915190435813,1
310,1.114342693471706,1.9162243990313235,0
311,4.460646804038347,3.2108025499583075,1
312,1.7856678764487681,1.9557988317448487,0
313,5.188703345596359,2.528839259151395,1
314,2.2393743657263188,2.5827575903694693,0
315,1.7414529335684674,2.304494195342197,0
316,1.9294566985867154,1.3859472442444483,0
317,1.6657488175104223,1.5402058270041565,0
318,1.458410103705544,1.371726375011296,0
319,4.74495507123671,3.0745146838811745,1
320,4.8074496411911865,3.522526069947451,1
321,5.33092151252678,4.161388194921675,1
322,2.649240804354826,1.7907085643388092,0
323,5.2888412596832,2.7360702858300328,1
324,1.952406328589197,2.4613082022385364,0
325,5.6220478933948606,3.3773703802584976,1
326,2.4283518572350764,1.927727502135697,0
327,5.312497986212507,3.15251828673056,1
328,5.052931963074011,3.4089082896651806,1
329,5.004516947482481,2.997650761745813,1
330,1.9444293144423952,2.569478284065104,0
331,1.6246221435405395,2.655748286593513,0
332,2.1385272125092225,1.0186034098186052,0
333,4.59429898503667,2.7472243253116715,1
334,2.2253847899688046,2.1041425104329567,0
335,2.001074398372603,2.2212226354729663,0
336,4.309134801144346,2.8113164406037616,1
337,2.852634766969252,1.3270391242801636,0
338,2.1188152949538295,1.44314508963316,0
339,5.649516577350208,2.9865494032548536,1
340,4.706048059493299,2.961589279461823,1
341,3.8360416151660512,2.6988942508610245,1
342,4.754516059986337,3.7231186779706995,1
343,2.302098135192535,1.915921280835612,0
344,5.662009455986376,2.8051879464226563,1
345,2.486070532624644,2.7232698813344616,0
346,5.092997583301411,3.1681748116782043,1
347,3.271957085152024,1.9355657397738388,0
348,5.333500587892529,3.5512388202794996,1
349,5.692619074294353,2.998477804305716,1
350,1.054512197313354,1.961426340309844,0
351,4.5928518328337455,2.1378280939633583,1
352,0.9988035351372424,1.977162797969039,0
353,5.254705461076951,3.0654058107698052,1
354,4.358538558491295,3.658342239927025,1
355,1.7252552801996326,2.1215338444966636,0
356,4.326987702392005,2.7599743841069753,1
357,1.9256421264633796,2.1056071968264294,0
358,4.8838737204839076,1.792043633837257,1
359,2.707100479833712,2.8436657714479523,0
360,5.430447778625476,2.509490680440855,1
361,1.176756203028757,0.9388042644335657,0
362,5.892845285900714,3.1394389120818067,1
363,3.934220220787891,2.581258711932408,1
364,4.0421640945446615,3.510261114528446,1
365,1.6897714640055186,1.7013378414632983,0
366,1.6058840297419064,1.9316548874786945,0
367,2.1739212677850976,2.3768794271935847,0
368,5.154368308966496,2.1461598333085217,1
369,5.109106086897382,2.818145836790376,1
370,4.607121787597835,2.8884382967881113,1
371,4.795849203585315,3.1082774572674454,1
372,1.7471841392187848,2.3808063726792956,0
373,1.8239101642366318,2.10194487667751,0
374,5.787436007499974,3.534883303601254,1
375,2.3192694959968914,1.7116597390018513,0
376,2.804805650626401,2.5955146829601903,0
377,4.522212959809909,3.050156841909131,1
378,5.215035917261106,3.8014587359977225,1
379,5.446779740006916,2.8181742867920683,1
380,1.7871104973729015,2.347123810714573,0
381,1.907835855433242,1.29917249700827,0
382,1.930064012643478,1.6992027958988984,0
383,5.419373301904101,2.782356752004272,1
384,1.8978682264523523,2.249158590618614,0
385,1.6041324138818243,1.8530908705813236,0
386,5.464521797300977,2.8176404103456014,1
387,1.966921603982102,2.947893620234348,0
388,2.703713366933699,1.2995849252475185,0
389,4.997352025800549,3.500797753253979,1
390,4.977142415554499,2.564076858649566,1
391,2.1221957147171198,1.8465904214160633,0
392,4.511974314117592,3.4636343920223918,1
393,5.539743140397365,2.535243000656901,1
394,5.031472931096864,3.300523606239954,1
395,5.358653606858495,2.328589423364923,1
396,1.305185553613542,1.4819449852022657,0
397,4.775371202139783,3.00467195424193,1
398,5.363805698851499,3.466981179064703,1
399,2.248389765618625,1.60899687975383,0
400,2.167318085223593,2.0649787150903203,0
401,2.2448651682425167,1.575776792903467,0
402,2.0850366174183343,2.158822613342559,0
403,2.022507177106184,1.673832404416034,0
404,2.866468982208783,1.9874280637127248,0
405,1.7150022413938693,2.275140106639109,0
406,5.191116845295962,2.917257395216831,1
407,5.2193568339440155,2.8916170318074657,1
408,4.984938954333882,3.582776184307277,1
409,4.843240163908862,2.1715684647377804,1
410,4.727120930245768,3.1465577864835694,1
411,4.611017858709709,3.217219446363497,1
412,5.037309742415607,3.1701577864948884,1
413,4.7580078593390684,3.1320124031685,1
414,4.514286325899131,3.24169302914528,1
415,3.8056847569732533,3.640198034978831,1
416,5.087020765489725,2.56789292940371,1
417,4.632892576018513,1.9412655166031116,1
418,4.744003463208156,4.0329875318581845,1
419,4.816514128618888,2.676708173834063,1
420,1.280099796802782,1.572720785124945,0
421,4.343639556414382,3.558122559595268,1
422,2.251310915296338,2.446506832426021,0
423,2.001348445354054,0.5815460203354181,0
424,1.6056241416439228,2.3810876819080895,0
425,5.1343770989023545,2.671283194587243,1
426,1.6460663863489142,1.4010563484597802,0
427,4.372353072488947,2.815390676547983,1
428,2.4544711074341934,1.913160722190294,0
429,5.156095460661025,2.619591587694572,1
430,2.99554747099812,2.157735314389656,0
431,2.5413708621392614,1.434443141052617,0
432,5.217013799692874,2.922131993037911,1
433,1.6460663664281883,2.378007225828185,0
434,4.770617890032096,3.019009454846731,1
435,4.818001828103027,3.334787784086104,1
436,2.5623414549089336,1.9399134772110982,0
437,5.056698987192552,2.8803630928400814,1
438,2.6412212976899636,1.3864078673192295,0
439,5.192679124098341,2.2262001584098594,1
440,6.171204831711291,2.9444077757898404,1
441,1.5904308634914723,1.8169997570717247,0
442,1.4332401240954296,1.7506141757645917,0
443,2.1521333329060526,1.8925889294204878,0
444,4.851768448305478,2.6686033591869682,1
445,5.072265673018258,2.265937094044653,1
446,1.8408651537752285,1.9313691584805204,0
447,4.625059361434905,2.3697298988405997,1
448,1.8463719515968235,2.6245164464051634,0
449,5.173650623789303,2.353458697335064,1
450,4.998407017999088,2.5200489150157526,1
451,1.6242394014451536,2.852136090884992,0
452,2.189696833746706,1.6290347308831168,0
453,4.879798859383646,2.5360163407129135,1
454,4.8185381683028385,2.734614905141667,1
455,1.7625721874874936,2.946739880302506,0
456,4.105211371869715,2.3933274969040537,1
457,4.281270755575979,3.0164447630314246,1
458,4.218564145191242,2.846574111124657,1
459,5.566152544996072,2.724909096343676,1
460,1.3690889167257008,1.29798442298222,0
461,4.428792358997765,3.0374617985384753,1
462,4.981408823923976,3.244529882364471,1
463,4.974879647927877,3.9649281992850125,1
464,6.178800383119252,3.599851473904507,1
465,5.286828480751494,3.1135247979250833,1
466,2.0762115846310576,2.583036490674565,0
467,4.625557729429358,2.733187129004168,1
468,2.0691127091324506,2.490765999719812,0
469,5.148090252063252,3.135951046331913,1
470,5.517346662652214,3.0355636078825876,1
471,6.041758061682073,1.759850841222618,1
472,1.9399624831368665,1.9813103249280426,0
473,5.486517796508168,1.909095342698361,1
474,2.655116507608221,2.113070069207195,0
475,4.716688415539837,3.552775597308172,1
476,2.1580746456264803,2.2330476561119847,0
477,4.850152817440959,3.5191505982986477,1
478,3.8129943489562894,3.401177916205162,1
479,1.642649966782208,2.438327204915005,0
480,5.24172625378945,3.0403114795783774,1
481,2.1560458263351316,2.521239492567691,0
482,4.990423471100729,2.6353546979363904,1
483,2.19834152152987,1.9482422884762123,0
484,5.480752777579255,2.4640629212184946,1
485,4.71839753188339,3.040813216353877,1
486,4.850539087774155,3.008598564578909,1
487,2.6184838743932017,2.1700053255340674,0
488,5.719567621194881,3.3332786761477533,1
489,1.5611016738167915,2.4325248083754474,0
490,2.5611566851346566,2.0390316849413535,0
491,2.1621649148472,1.3739442639890092,0
492,2.1872978083112344,1.5585630277187943,0
493,6.429126876331656,3.1115778558672096,1
494,1.7319413562260169,1.9992588057099094,0
495,2.7826318114132085,1.9029397492980713,0
496,5.077598533064139,3.081059412769128,1
497,1.7047422766980747,2.3549722862391036,0
498,4.792722551813929,2.9002446943797815,1
499,2.2591304974154056,1.795006845503552,0
500,1.4991393628481766,1.0054631741058113,0
501,5.82645273838581,3.2820266291982083,1
502,2.020137244985396,1.809749230534097,0
503,4.527634126660739,3.0610227760325763,1
504,4.933034778509474,3.0464382685739806,1
505,5.881543503123156,2.8512134724486464,1
506,4.491401584705435,1.8535816201102562,1
507,2.5712662137942885,1.9702725180893004,0
508,4.48316820487555,1.9038985820650094,1
509,4.700251982049775,3.0780297020828464,1
510,1.689570478631972,1.8666388016926767,0
511,5.263035103268047,2.106163994615577,1
512,1.6529771349365987,2.2114295090459746,0
513,1.7473978375201888,2.448959175176734,0
514,4.850162123834351,2.9994702354223417,1
515,1.9583178795724494,2.2573143176482358,0
516,2.3046880881234744,1.488829826706356,0
517,5.09899583297314,3.5393699115544686,1
518,2.69270368384596,2.910413727968402,0
519,1.465629693819315,1.7364107793765726,0
520,5.3777117192389525,2.4275791730813374,1
521,3.837899440586887,3.5415248736316185,1
522,2.983231025497945,1.6442367363482955,0
523,5.287493750047858,3.187234646236797,1
524,2.7433224438279358,1.453151431341663,0
525,2.926227992774661,1.4187407028284624,0
526,2.6866886346618353,2.214635554738278,0
527,1.2201571710236374,1.677271934304766,0
528,4.963462354212083,2.9638979313252767,1
529,2.0859874565925454,2.6843447004024807,0
530,5.125085023702953,3.3271072682772127,1
531,5.2572417026083915,2.6272422876981043,1
532,5.0117563773924285,3.1241775913775016,1
533,5.834201768964484,2.9347226966367326,1
534,1.7735789193265425,1.9535537864961514,0
535,5.051430572232463,3.056153588092667,1
536,2.358824276733495,2.4431644023973447,0
537,6.073988707678462,3.1876547835784286,1
538,2.1195471352351407,1.700470785054693,0
539,1.4691042784625337,1.8677695826421983,0
540,4.921992390358675,2.565138000116044,1
541,2.399167744089853,1.5876819534901092,0
542,2.3758548595943667,1.5385311578263299,0
543,4.149048554515154,3.549342784850728,1
544,1.5054528827620488,1.5824286908044538,0
545,4.641932200957056,2.8415607404925805,1
546,2.1910633881561656,1.834115382041329,0
547,1.2055786389345262,2.7795587268700337,0
548,1.8501952021929615,2.5350312342470773,0
549,5.241457618670643,2.611872767439091,1
550,4.304619584671105,3.608634164234032,1
551,4.30281822451329,3.726328450877756,1
552,2.8193169173601897,1.3820262859258938,0
553,1.5967453679173027,2.1221361477086496,0
554,2.2771000566033166,1.3883154913135822,0
555,4.802269392430408,3.4526279086950273,1
556,3.0385719230336155,2.622178849911137,0
557,2.8654616582453625,1.7343837695162376,0
558,4.364511820832819,2.868927068784308,1
559,5.0925682703116415,3.4019417546321864,1
560,4.3662267425819135,2.9354647843657506,1
561,2.5755749538233745,1.9457477599985564,0
562,1.961887103492136,2.0929728244902637,0
563,2.2981501198538643,1.9175658744311173,0
564,5.125788282067242,2.5983098866765095,1
565,4.142192246040391,2.7192675800992516,1
566,1.4254591517485409,2.7539433137902054,0
567,5.26435785481541,3.445343324095903,1
568,4.7187289108890145,2.8119774074308763,1
569,4.783817168745517,2.8353574504010126,1
570,4.947923318428013,2.904586686877712,1
571,1.4588375066967272,2.88137449695831,0
572,1.9627377036067668,1.630996346713394,0
573,2.2031831135925937,1.9022132413711133,0
574,1.908825750929379,1.6393891372054632,0
575,4.896231224236856,2.8821761118448985,1
576,1.3643158487957345,2.839537975968952,0
577,2.1793187240238447,1.3807583554260723,0
578,5.114249112637642,2.426813211684708,1
579,4.785138831220242,2.6932186174288977,1
580,2.2181577245345987,3.201646329723098,0
581,5.201130778693942,2.7495390248743967,1
582,1.6898170746534817,1.1608135787436922,0
583,1.2978604284843434,1.2999014452384865,0
584,4.7108671294351305,3.960088461113963,1
585,2.5703058088991226,2.4871263319271715,0
586,5.580589789877948,2.9485004000626853,1
587,4.258619591273124,2.5940623921807178,1
588,2.0119057069131037,1.2165788588501019,0
589,1.9305305735117806,1.3243453390860656,0
590,5.2032206649610435,3.29810709973453,1
591,5.425096464589947,3.54295061731586,1
592,2.665077274471277,2.7687399524900442,0
593,2.385507194677711,1.741790723096678,0
594,6.416940956347178,2.76630539640904,1
595,5.893830185904704,3.2509718873825997,1
596,1.3888595963538695,1.4641131408265737,0
597,2.1150673704093563,1.9425907783008038,0
598,2.1453522298993892,2.7930125651958195,0
599,5.322773675548698,2.410686477721832,1
600,1.3552987194767887,1.1455415212692301,0
601,5.103998348227791,2.9684155220191064,1
602,1.8757495173763343,2.319755478737992,0
603,5.182620867373224,2.521278576760323,1
604,4.629596809792173,2.858948590238469,1
605,5.142677562943027,2.6914198835785608,1
606,4.928267105717125,3.088968859760374,1
607,2.297143412519719,2.6697239966964847,0
608,4.6521777334875,3.1288523271160376,1
609,2.4837370266916876,2.4483841911828086,0
610,2.7368302734433576,1.891750863669447,0
611,4.971686154359529,1.4524958062792044,1
612,1.96683898556502,2.7500504849407834,0
613,5.064727390471684,2.619401453195417,1
614,6.1458966566285715,3.412834479424283,1
615,1.9073794272436941,2.4380410107285773,0
616,5.349287596985474,3.401458314212711,1
617,1.5581100926515283,1.6318388292437531,0
618,4.952480787956625,3.2118075337308483,1
619,5.354617214671253,2.784381921748481,1
620,2.3341799584980194,1.6973895553536527,0
621,5.062091183192742,3.18977340260614,1
622,1.1181098732393422,1.7043876097058002,0
623,4.046074059153516,3.3026050114802867,1
624,4.799997256241577,3.342713266737035,1
625,2.2845689284728676,3.125334267076009,0
626,5.21579760472417,3.154960526348029,1
627,1.9539179193127787,1.7860683039608765,0
628,4.871654164004282,2.663614647477605,1
629,4.5016235600751555,2.6866834104289476,1
630,0.9394327902281936,2.2190009652120852,0
631,5.14034865088706,2.204867672441551,1
632,3.9078533753670754,3.2446397182022193,1
633,3.2239844563925066,3.336640873605854,1
634,5.734807570130533,2.836881449800914,1
635,1.2223310976977442,1.7253339011778426,0
636,4.987904542973661,3.245783612537167,1
637,1.7954700307132976,1.3366875323824818,0
638,2.5439061616227407,2.089548037815677,0
639,5.269983974671901,2.3323236125684392,1
640,2.742794696363574,2.828312562516775,0
641,4.15115167562027,2.621428198459899,1
642,4.649014630608908,3.9336962492023013,1
643,5.186331735633212,2.430225301956782,1
644,2.2390805820218262,2.5348689220764853,0
645,4.440546694269011,3.14610213493628,1
646,2.0008654573774822,2.568966882573518,0
647,4.873157876578518,2.8638939234956307,1
648,5.214264405390324,3.871202648997371,1
649,2.227244757450619,1.390432060973775,0
650,5.74563045069899,2.5335419964655905,1
651,1.9443012013285033,1.4655323980188721,0
652,1.4880430321884708,2.205405730892013,0
653,2.378351550029554,2.246022613976193,0
654,1.8847922083960766,1.6051685554347237,0
655,1.4495169129125889,2.1639116534764797,0
656,5.823966044064357,2.9959243007595813,1
657,5.199334102877842,2.4170465037740905,1
658,5.046921846781122,3.162052222252781,1
659,1.5622658490411956,1.5393768698228487,0
660,2.0410186090659055,1.9293641367361418,0
661,2.131353560938355,2.006738273495962,0
662,4.5108334989168775,3.4746946262860403,1
663,5.159176032416805,3.966137209542606,1
664,1.4508671542137594,1.966952641354856,0
